Feature,Importance_High,Importance_Medium,Importance_Low
case:religious,-0.0009112172554878106,-1.591325537489366e-05,0.00020560696989503662
Online System -> HR-pro,-0.000907654755904461,-6.040838366751136e-05,0.00030404862133273907
case:age,-0.0008707668541957595,0.0004397819888389429,-0.0006994721588075058
Senior Partner -> HR-dummy,0.0008214632251508349,0.00023515721219914985,-0.0010335534854608488
case:german speaking,-0.0006373032241714284,0.0004151936673539117,5.649557311756588e-05
Screening Interview -> Extensive Background Check,0.0005742439162493554,-0.0005166080751146298,-7.570361452266683e-05
case:yearsOfEducation,-0.0005196202880799857,-5.772428305254177e-05,-9.758782309516893e-05
Telephonic Screening -> Background Check,-0.0004503050862888467,1.9062606755043454e-05,-0.0006488929312006794
Coding Interviewer -> HR-pro and Senior Partner,-0.0004283870567690917,-0.197168702285773,-0.05096826268464048
Front Desk -> HR-dummy,0.0003923724918055399,3.104596057242365e-05,-0.0005864791720772511
Make Job Offer -> Make Job Offer,-0.00035145904069384135,-0.001990403224383785,-0.005123045094956647
case:citizen,-0.0003491528602111096,0.00033284320447923556,-0.0004764528918355375
Background Check -> Screening Interview,0.00032078380587016156,-0.0001742562606772214,-0.00044787808371216515
HR-dummy -> Senior Partner,-0.00027306363579469536,-0.000548321830182967,0.00038833134755515274
Online System -> HR-dummy,0.0001945258973007302,0.00019315338159357244,-0.0004378816585915666
Screening Interview -> Background Check,0.00013437026130344058,-0.0004287696205765493,0.0005240544628641885
Telephonic Screening -> Screening Interview,-0.00013206341199736905,0.0005831199723619455,-6.581999577730464e-05
case:gender,-0.00013122418198507633,0.00031799499847612426,-0.0002072061925223103
Frontend Interview -> Application Rejected,8.165899706640262e-06,-0.013530658002868262,-0.006901787288788215
Hand In Job Application -> Telephonic Screening,0.0,0.0,0.0
