Feature,Importance_High,Importance_Medium,Importance_Low
Screening Interview -> Coding Interview,2.6672280009867802e-05,-3.982231092781951e-05,2.937755442258529e-05
HR-pro and Senior Partner -> HR-pro and Senior Partner,2.386755445800406e-05,-2.8145439687979298e-06,0.00013165208919522977
case:age,2.2392920153123613e-05,-0.0001422161396779815,1.5312201174286375e-05
Make Job Offer -> Application Rejected,-2.0926759864953625e-05,,
Coding Interview -> Frontend Interview,1.8107544103935482e-05,-2.4545695393877487e-05,6.62853060909745e-06
Front Desk -> HR-pro,-1.7817026830993925e-05,-0.0001416516891390787,-3.735199728251227e-05
Background Check -> Extensive Background Check,1.4139871865722833e-05,-3.403745578930541e-05,8.10154982421275e-06
Telephonic Screening -> Background Check,-1.3966273166443055e-05,-7.26409507813558e-05,6.224878618434667e-06
Front Desk -> HR-dummy,-1.3964507082581608e-05,-4.242446149474125e-05,6.876231377079241e-06
Senior Partner -> HR-pro and Senior Partner,-1.3573886799882066e-05,7.175526523061694e-05,0.00013518908521922073
Backend Interview -> Frontend Interview,1.34739066710824e-05,-3.9629598814617666e-05,-9.202100425908223e-05
Telephonic Screening -> Screening Interview,1.3127618061757937e-05,-6.883522613430138e-05,-2.713755023484233e-06
Senior Partner -> deepResearch Inc.,-1.2464474430231718e-05,-3.906980160453144e-05,-1.2553283229633626e-05
HR-dummy -> HR-pro and Senior Partner,-1.2212292326820246e-05,-2.6468137681989583e-05,-7.018489062007055e-06
Screening Interview -> Background Check,1.2064272282848663e-05,-6.424392326511314e-05,3.2989312201634723e-06
HR-pro -> deepResearch Inc.,1.1849828977547351e-05,-1.852509098378257e-05,2.7033117076442577e-06
case:religious,1.075017063217206e-05,-7.698315318998089e-05,8.525647171856875e-06
case:german speaking,8.956662390014972e-06,-7.108411876949048e-05,1.1921126253228737e-05
HR-dummy -> Senior Partner,8.633956196702967e-06,-7.082645550639582e-05,3.927379274155557e-05
Behavioral Interview -> Make Job Offer,-8.423213416427578e-06,-1.0608033928165985e-06,0.00013100365291220413
ML Interview -> Application Rejected,-8.371142294945919e-06,-3.437973982859668e-05,1.2620035558856616e-05
Backend Interview -> Application Rejected,-7.853811114149654e-06,0.00017560052898128213,1.663765877344466e-05
case:citizen,7.808087921584047e-06,-7.03103504440598e-05,6.483670568738594e-06
Online System -> HR-pro,-7.4133205026705535e-06,-7.361248327501148e-05,-4.289021118288821e-05
Application Rejected -> Behavioral Interview,-6.61565037092084e-06,3.10854646030521e-05,6.056481620688704e-05
Online System -> HR-dummy,-6.031519405384223e-06,-6.744662005617966e-05,5.453637599345322e-06
Frontend Interview -> Application Rejected,5.894373103128312e-06,-3.024992563711196e-05,1.9204109036902443e-05
Application Rejected -> Application Rejected,5.554752563580995e-06,-2.408429643045622e-05,-5.948932496007488e-06
case:gender,-4.375860404653619e-06,-7.619447714845694e-05,9.141817761684967e-06
Coding Interviewer -> Senior Partner,4.035868885806301e-06,2.4861073746931957e-05,7.323835303058571e-05
Coding Interviewer -> HR-dummy,-3.928587568804972e-06,-2.0454379670645533e-05,-7.753733356981332e-05
deepResearch Inc. -> Coding Interviewer,3.273140100000665e-06,-2.877313102458061e-05,5.339751646762919e-05
HR-dummy -> HR-pro,2.9553477968778265e-06,-6.445400516896004e-05,2.64028814143126e-06
ML Interview -> Backend Interview,2.8155748166014335e-06,0.0002837305679805237,2.1164786591903174e-05
HR-pro and Senior Partner -> HR-pro,-2.163609214363059e-06,1.5127283584153535e-05,0.0001266728273918507
Background Check -> Screening Interview,1.210327878949663e-06,-6.464233265468916e-05,9.868479858061555e-06
Frontend Interview -> ML Interview,3.354761246742002e-07,-6.530216858371355e-06,5.027504483064446e-05
Hand In Job Application -> Telephonic Screening,0.0,0.0,0.0
