Feature,Importance_High,Importance_Medium,Importance_Low
Real Estate Agent 2 -> Real Estate Agent 2,-0.015105160972174726,-0.004972668483774143,0.01281943631145555
Lawyer 2 -> Real Estate Agent 4,0.014639436314992565,-0.018092652395850586,-0.009238346948624718
yearsOfEducation_Elementary Education,-0.014588111889814523,0.013182618260284776,0.005264058953349666
Hotline -> Hotline,0.012867169467996417,-0.019748554453532956,-0.009225928139082223
Real Estate Agent 3 -> Lawyer 3,-0.01190611540695017,-0.017553863405375472,-0.018317969667462596
Lawyer 2 -> Real Estate Agent 5,-0.010824751920895902,-0.022507942293768565,0.021065093523207127
Lawyer 1 -> Real Estate Agent 2,-0.010646542521187857,-0.026813621261941607,-0.021180920981845326
Lawyer 3 -> Real Estate Agent 4,-0.010384280887218381,-0.03611939148435801,-0.013979003564474827
Real Estate Agent 5 -> Lawyer 1,0.01027198949851699,-0.013336780072086727,0.011083290041999726
Real Estate Agent 4 -> Real Estate Agent 4,-0.010254425684887552,-0.009488930382850067,0.00604545842720418
case:gender,-0.009564063818329803,0.002461102073291536,0.005725488686323978
Hotline -> Real Estate Agent 3,-0.009294873084434751,-0.02854877255830084,-0.013559340316561978
Screen Prospective Tenant -> Extensive Screening,-0.008657105899121605,0.0006146015953122667,-0.014208988083262541
Lawyer 2 -> Real Estate Agent 1,-0.00764358879797507,-0.03812979225009725,-0.02158702734896918
Hotline -> Real Estate Agent 2,-0.0068723484227259865,-0.009178063607809631,-0.008171657918725934
Lawyer 1 -> Real Estate Agent 1,-0.006771035310766988,-0.002265640598653403,-0.020883640647811598
Real Estate Agent 1 -> Lawyer 3,0.00625754777904675,-0.02128822667980977,0.004855000039415835
Real Estate Agent 1 -> Real Estate Agent 2,-0.006072311985597004,0.0008605476128883809,-0.009574965496404395
Real Estate Agent 1 -> Real Estate Agent 5,-0.006071881376348292,-0.012692819658937354,-0.00530593494796332
Lawyer 3 -> Real Estate Agent 5,-0.005838906307281845,-0.009931582593724304,0.002509522576322431
age_Pre-Retirement,-0.005776122941849985,0.0015474187337258705,-0.005893997467950888
Real Estate Agent 5 -> Lawyer 2,0.005744278576818534,-0.0011392902886142426,0.017816094551864857
Real Estate Agent 1 -> Lawyer 1,-0.005731587864609923,-0.041950864729393425,0.0289020478563779
Real Estate Agent 1 -> Hotline,-0.005723905734849752,0.010455464877633514,-0.015067983783954308
Hotline -> Real Estate Agent 5,0.005639039817215475,-0.0215520452455183,0.02163748635376602
Real Estate Agent 2 -> Real Estate Agent 3,0.005465464164998405,-0.020341946151766974,-0.014529947738959905
Real Estate Agent 2 -> Real Estate Agent 4,-0.005187460880510456,-0.013082785069180375,0.012725943043471874
Real Estate Agent 1 -> Real Estate Agent 1,-0.004830454273984434,-0.010646403768918015,0.017773679347509286
Real Estate Agent 4 -> Hotline,-0.004609923225920671,-0.03907477671009724,-0.005204361247022129
Real Estate Agent 2 -> Lawyer 3,-0.004488863778984488,-0.028831028447314132,-0.03760535458028632
Real Estate Agent 4 -> Real Estate Agent 3,-0.0044317285886460115,-0.041646801456850714,0.02722902211529476
Real Estate Agent 2 -> Real Estate Agent 1,-0.004405296422559614,-0.013346106289558377,0.01721650305777503
Real Estate Agent 3 -> Real Estate Agent 1,-0.004242151805452711,-0.013381020537362554,-0.0033759196950900482
yearsOfEducation_Higher Education,-0.003572144015116087,0.0012079432432398375,-0.00248357660970875
Real Estate Agent 3 -> Lawyer 2,0.0034052429117973106,-0.03599731959712764,-0.00012236639608292771
Lawyer 2 -> Real Estate Agent 2,-0.0033904616444103246,-0.017106052915789573,-0.013730627085099215
Real Estate Agent 1 -> Real Estate Agent 4,-0.0033831080251461496,-0.005745175230587719,-0.005274249160356339
Real Estate Agent 2 -> Hotline,-0.003060985928906653,-0.0120829653106866,-0.023154718004639942
yearsOfEducation_Postgraduate Education,0.0028143076247323004,-0.024330573745072484,-0.005772417382442508
Lawyer 1 -> Real Estate Agent 5,0.002730227508348631,-0.033787116765229025,-0.04763731691542603
Real Estate Agent 4 -> Lawyer 2,-0.002699997713462041,-0.017059159783072465,0.016454378455961226
case:married,-0.0026311270427236853,-0.020280985503625303,-0.0012209044166709405
Lawyer 1 -> Real Estate Agent 3,0.002454366009693989,-0.019079445319956468,0.00025605905122618475
age_Middle-Aged Adult,-0.0023618997358820734,-0.005857637018569524,0.015780428870695917
Real Estate Agent 3 -> Real Estate Agent 2,-0.0023161316846772133,-0.013053618875877224,0.008059457947208725
Real Estate Agent 4 -> Lawyer 1,-0.002062269391363292,-0.007764281656213304,-0.004615069938829755
Real Estate Agent 3 -> Hotline,0.0020439703617362603,-0.009126129479634704,-0.010684625325720315
Real Estate Agent 2 -> Lawyer 1,0.002020170369095014,-0.029204405782298222,-0.028576743531924263
Lawyer 3 -> Real Estate Agent 3,0.0018659293191883302,-0.035761441382644296,-0.012207136244078261
Real Estate Agent 2 -> Real Estate Agent 5,0.001803190430628257,-0.0033927632236413646,-0.0068387825522943065
Real Estate Agent 5 -> Real Estate Agent 3,0.0016738314519194428,-0.035310781667482534,-0.018811790046407366
Real Estate Agent 4 -> Real Estate Agent 2,-0.001667854768839954,-0.005770890249636141,-0.01353440290150065
case:german speaking,0.0014550432951135847,0.0025346744727345457,0.0018912607992495882
age_Young Adult,0.0010896092999656561,-0.03117391247338121,-0.010813821253072174
Real Estate Agent 5 -> Real Estate Agent 2,-0.0010585247554780286,-0.015582201183879582,-0.017846194411100892
case:citizen,0.0007147751094038902,-0.0008658253711087242,0.0011245615415711237
age_Retired,0.0006209072109727525,-0.00534729875172803,-0.017903647836639322
Real Estate Agent 2 -> Lawyer 2,-0.0004985642968756369,-0.013270204505980713,-0.004062281279736626
Lawyer 2 -> Real Estate Agent 3,-0.00036656518829514164,-0.0345219597295537,-0.005951671679815716
yearsOfEducation_Secondary Education,5.169283787539447e-05,-0.0035859099323966087,0.0015338402923818436
Set Appointment -> View The Property,0.0,0.0,0.0
View The Property -> Hand In The Paperwork,0.0,0.0,0.0
Hand In The Paperwork -> Check Paperwork,0.0,0.0,0.0
Check Paperwork -> Screen Prospective Tenant,0.0,0.0,0.0
Apply for Viewing Appointment -> Set Appointment,0.0,0.0,0.0
