Feature,Importance_High,Importance_Medium,Importance_Low
case:CreditScore,4.0891477859507136e-06,4.807694981829778e-07,5.434997785707076e-07
Loan Officer 3 -> Loan Officer 3,3.859903615615927e-06,6.365466747926092e-06,3.2246820691285943e-06
Loan Officer 2 -> Loan Officer 4,-3.8124002501484734e-06,-8.313690322497792e-07,7.050644856973969e-06
Resource 1 -> Resource 5,-3.6911561159017556e-06,-9.611049414005519e-06,-6.940191674746438e-06
Resource 2 -> Resource 1,-3.650369944114953e-06,3.0599975375162647e-06,6.769775989103243e-07
Online System -> Loan Officer 2,-3.603312596862661e-06,-4.1325200888227847e-07,-9.346669126854671e-07
Loan Officer 1 -> Loan Officer 4,-3.539521806472338e-06,4.287674101738341e-06,-3.5445019719296222e-06
Resource 3 -> Hotline,-3.47523785445876e-06,2.6328880587334233e-06,3.1141979297707765e-06
Loan Officer 1 -> Loan Officer 5,3.4506113194564395e-06,-1.587463293607298e-08,-8.156246006856661e-06
Resource 4 -> Resource 2,3.413110996274097e-06,-1.129606039043364e-05,-7.708473385825996e-06
Resource 5 -> Resource 3,-3.4040897869253426e-06,4.841722525914243e-06,-5.4346453830795885e-06
Loan Officer 5 -> Loan Officer 1,-3.21039042535943e-06,5.17969300315456e-07,-9.963643848785245e-06
Online System -> Loan Officer 3,-3.0133373484408417e-06,1.8910845057236304e-06,-2.1808372565796746e-06
Loan Officer 5 -> Loan Officer 3,2.9636160778207326e-06,7.746014705238885e-06,-4.862678979777235e-06
Loan Officer 5 -> Loan Officer 4,-2.9357462730977075e-06,3.492314081007362e-07,3.3672664907701174e-06
Verify Borrowers Information -> Make Visit to Assess Colatteral,-2.8066476125121245e-06,-4.319627350511925e-06,-1.3931461965229428e-06
Request Co-Signer On Loan -> Make Visit to Assess Colatteral,-2.8025558478649287e-06,-1.0939015451531256e-06,3.750974575770072e-06
Resource 4 -> Resource 1,-2.7452434460956714e-06,4.302317187222948e-06,3.537806579589989e-06
Resource 3 -> Resource 2,-2.693750903884013e-06,1.0033960467657572e-06,-7.447523397239409e-06
Resource 2 -> Resource 2,-2.668905238566107e-06,-2.1338286389578292e-06,-5.009677820706394e-06
Hotline -> Hotline,2.5350906588247546e-06,-4.7631499491336253e-07,3.492894925559513e-06
Loan Officer 4 -> Loan Officer 3,2.511923028806803e-06,-1.0177311044381064e-08,1.4121918168637783e-06
Loan Officer 1 -> Loan Officer 3,2.3772594200542117e-06,-6.43483413881652e-07,8.243077626612907e-06
Resource 2 -> Resource 4,-2.359757590832539e-06,-1.105360981315565e-05,-1.7087002016394763e-05
Loan Officer 2 -> Loan Officer 2,-2.3177695576386295e-06,1.3539480269088022e-06,1.9574661323361305e-06
Resource 2 -> Online System,-2.2818853963209824e-06,1.164258701603409e-06,3.3422075703182083e-06
Online System -> Loan Officer 1,-2.277041114024743e-06,-1.5750791606809558e-06,-9.691288463554642e-06
Verify Borrowers Information -> Submit File to Underwriter,-2.163821613005343e-06,2.4823678964815003e-06,5.422841798395704e-06
Loan Officer 2 -> Loan Officer 3,2.1150860747680903e-06,2.4332400575565504e-06,6.244896506136041e-07
Resource 3 -> Online System,2.076335546362069e-06,-1.6891291013627324e-06,1.434978942920942e-06
Resource 1 -> Resource 1,2.0597013730372455e-06,-8.880614920593604e-06,-3.7429524198639193e-06
Verify Borrowers Information -> skipped_examination,2.009091209589291e-06,-6.257536450066947e-06,-1.8604973578582776e-06
Resource 1 -> Online System,-1.8911333981685287e-06,-3.7164579265658815e-06,-1.8885452467532175e-06
Hotline -> Resource 5,1.888952024308629e-06,-1.620559008846645e-05,-1.0570253331173268e-05
Make Visit to Assess Colatteral -> Request Co-Signer On Loan,1.8205995179436822e-06,-4.693012046700874e-06,-2.887912430879122e-06
case:age,1.7892578354391002e-06,7.546534974270494e-07,-5.081270263619059e-06
Resource 1 -> Resource 3,-1.6221484501738695e-06,-7.339443756096827e-06,3.844750492139162e-06
Hotline -> Resource 4,1.612761532164959e-06,3.0688759893237178e-06,6.411877818587038e-06
Loan Officer 4 -> Loan Officer 2,-1.6098610887685104e-06,-2.316009713943666e-06,2.12835394377346e-06
CreditScore_Medium,-1.5925393262978877e-06,-8.314378162857682e-08,-2.09897740716638e-06
CreditScore_Excellent,1.5572529105969083e-06,-3.78884141825861e-07,8.219177795220882e-06
Loan Officer 5 -> Loan Officer 5,-1.4750074526647915e-06,3.029514101970906e-07,1.984714952082471e-06
Online System -> Loan Officer 4,1.3964901384003106e-06,2.608158586105565e-06,6.297829205571176e-06
case:yearsOfEducation,1.3159335734322476e-06,-3.15621907664101e-07,-3.411337488393659e-06
case:german speaking,1.2212767166617918e-06,-3.6891944233739925e-06,-2.6928054987745533e-06
Online System -> Loan Officer 5,-1.1305943472750836e-06,-1.0525934250306476e-06,-2.9655279852453334e-06
Resource 5 -> Resource 1,1.0851258186765342e-06,6.070513666299405e-06,-1.347175796185421e-06
Request Co-Signer On Loan -> Submit File to Underwriter,-1.0128324453156787e-06,5.585387371197646e-06,6.5940036220454625e-06
Loan Officer 2 -> Loan Officer 5,9.058491208723334e-07,2.0641005990328408e-06,-7.947395776817307e-06
case:citizen,-8.111154022756149e-07,-4.924578457858141e-07,2.751384375623483e-06
Verify Borrowers Information -> Request Co-Signer On Loan,-8.032593497742183e-07,-3.431235901770948e-06,4.667378848598319e-06
Hotline -> Resource 2,-7.372557515607415e-07,-3.986576613906569e-07,-7.15576041620791e-06
CreditScore_High,-6.971381836777107e-07,-1.9584489562345467e-06,2.1561267630037085e-06
Resource 1 -> Resource 2,-4.891120489795076e-07,6.878598670078314e-06,-1.0503226605132134e-05
case:gender,-4.859365637699365e-07,2.3995472671091604e-07,4.782663201163433e-08
Make Visit to Assess Colatteral -> Submit File to Underwriter,-4.011506646477358e-07,2.299053948215307e-06,8.000369331561158e-06
Hotline -> Resource 3,-3.315295266830088e-07,-1.0628762439306267e-05,-1.6769767144419022e-05
Resource 3 -> Resource 5,-2.994503033943993e-07,3.862873812846536e-06,4.7161517770614e-06
Resource 4 -> Online System,-1.6484294432669613e-07,-1.6486883812126333e-06,9.06349593735953e-06
Loan Officer 5 -> Loan Officer 2,1.3145555976237168e-07,-5.240517208807476e-06,-6.028297140391997e-06
Resource 5 -> Online System,8.323418883086588e-08,9.932169036258573e-07,4.6003448256397565e-06
Hotline -> Resource 1,1.8518191756347415e-08,-9.143083403409384e-07,-3.728666079420551e-06
Hand In Credit Appliaction -> Verify Borrowers Information,0.0,0.0,0.0
Set Appointment -> Hand In Credit Appliaction,0.0,0.0,0.0
CreditScore_Low,0.0,0.0,-4.684422243628505e-05
Request Appointment -> Set Appointment,0.0,0.0,0.0
