Feature,Importance_High,Importance_Medium,Importance_Low
Resource 1 -> Resource 1,-3.452090834166294e-05,-2.282333475035221e-05,-1.1465067140961212e-05
Loan Officer 1 -> Loan Officer 5,-3.3527010037107646e-05,-2.359420793270644e-05,-1.5910839891063187e-05
Resource 3 -> Resource 3,-3.3316085554031935e-05,-7.058880065988623e-05,-1.7740199735672147e-05
Loan Officer 1 -> Loan Officer 2,-3.239095861597131e-05,-7.456901788003159e-05,-1.3830464982055612e-05
Loan Officer 4 -> Loan Officer 1,-3.2258417073830254e-05,-2.6537319619458602e-05,-1.7045232459503947e-05
Loan Officer 3 -> Loan Officer 5,-3.153578266175657e-05,-6.916565112412567e-05,-4.047531692316438e-05
Resource 5 -> Resource 3,-3.1359550114821225e-05,-2.4232152959337688e-05,-1.1536228770845196e-05
Resource 1 -> Resource 3,-3.130355545708505e-05,-1.7423788491331762e-05,-2.0177907650344163e-05
Loan Officer 3 -> Loan Officer 1,-3.096856117663125e-05,-4.2648860232055973e-05,-1.7694258537286425e-05
Resource 2 -> Hotline,-3.075448782928707e-05,-1.0792047172243851e-05,-4.556323450815221e-05
Resource 5 -> Resource 5,-3.0640981638958994e-05,-3.8994680633744217e-05,-2.4329496669397e-05
Make Visit to Assess Colatteral -> Request Co-Signer On Loan,-2.9728660749945712e-05,-2.2790023913332615e-05,-1.3660988717770125e-05
Resource 5 -> Resource 2,-2.9536394730713115e-05,-2.3717705508020284e-05,-2.905864221382759e-06
Loan Officer 3 -> Loan Officer 4,-2.868453001233645e-05,-2.9983531571403703e-05,-2.4867596385414348e-05
Verify Borrowers Information -> skipped_examination,-2.849332004336891e-05,-2.4045031316911017e-05,-1.1825515927008141e-05
Loan Officer 1 -> Loan Officer 1,-2.797859895498381e-05,-1.2778988473811882e-05,-1.6425543697237595e-05
Resource 3 -> Resource 1,-2.750927860202663e-05,-2.2856013335737238e-05,-1.5643058325457432e-05
Resource 1 -> Resource 4,-2.7289926788142415e-05,-2.1608634569790957e-05,-1.3833837637842561e-05
Resource 3 -> Resource 4,-2.724549370842431e-05,-0.0002393255357787504,-2.993812827949093e-05
Hotline -> Resource 1,-2.6798840285310144e-05,-3.139201798182822e-05,-1.599388920805488e-05
Resource 4 -> Resource 1,-2.672985228394471e-05,-3.169582788379448e-05,-2.1006753444975797e-05
Loan Officer 5 -> Loan Officer 3,-2.6031450557657713e-05,-6.6733966205318e-05,-8.917859143560033e-05
Resource 3 -> Resource 5,-2.5722380618683214e-05,-0.00011267822852303645,-7.799551051052585e-05
Resource 4 -> Resource 2,-2.548016312111545e-05,-8.550496244635593e-06,-1.1156260274350552e-05
Loan Officer 1 -> Loan Officer 4,-2.4827509736011882e-05,-2.857775177701476e-05,-5.799546817996311e-05
Resource 5 -> Resource 1,-2.44095321949901e-05,-2.729966637289587e-05,-1.6363688611004883e-05
Loan Officer 4 -> Loan Officer 5,-2.349771258065336e-05,-4.689066996427816e-05,-3.879477817194429e-05
Resource 2 -> Resource 1,-1.721566932305581e-05,-3.1565538549099264e-05,-1.1470449453179305e-05
Resource 2 -> Resource 3,-1.6953060322701836e-05,-0.0001224078316099674,-0.0002768402165095092
Resource 2 -> Resource 4,-1.6188197773229632e-05,-3.793785674888741e-05,-1.930388235857864e-05
Resource 2 -> Resource 5,-1.1744002392491016e-05,-0.0001983684475659278,-2.2885560830139818e-05
Hand In Credit Appliaction -> Verify Borrowers Information,0.0,0.0,0.0
Set Appointment -> Hand In Credit Appliaction,0.0,0.0,0.0
Request Appointment -> Set Appointment,0.0,0.0,0.0
CreditScore_Low,0.0,0.0,-1.9347345569812115e-05
