Feature,Importance_High,Importance_Medium,Importance_Low
case:private_insurance,-6.562940268035085e-07,4.877969642973402e-06,5.0022274563228134e-05
Examination -> Thorough Examination,-2.795737933471348e-07,6.537218791399918e-06,3.0383677651005697e-05
Treatment unsuccessful -> Discharge,,,-3.15180950731644e-05
Nurse 5 -> Nurse 4,,,-0.00021564356924915704
Nurse 5 -> Nurse 3,,,-0.00011704652055003181
Nurse 5 -> Nurse 2,,,-0.00011961415531798929
Nurse 5 -> Nurse 1,,,-8.136230580959666e-05
Nurse 4 -> Nurse 5,,,-2.569626021502176e-05
Nurse 4 -> Nurse 3,,,-0.00023781304757886928
Nurse 4 -> Nurse 2,,,-0.0001392412191484819
Nurse 4 -> Nurse 1,,,0.0
Nurse 3 -> Nurse 5,,,0.0
Nurse 3 -> Nurse 2,,,9.53330517311359e-06
Nurse 3 -> Nurse 1,,,-4.7424793554151595e-05
Nurse 2 -> Nurse 5,,,4.7646441777713286e-05
Nurse 2 -> Nurse 4,,,-0.00018112364008222252
Nurse 2 -> Nurse 3,,,7.191872601328944e-05
Nurse 2 -> Nurse 1,,,-6.723131970099884e-05
Nurse 1 -> Nurse 5,,,3.691071221934742e-05
Nurse 1 -> Nurse 4,,,0.0
Nurse 1 -> Nurse 3,,,3.779394430775626e-05
Discharge -> Treatment,,,2.263754958411127e-05
Discharge -> Diagnosis,,,5.539294715656332e-06
Diagnosis -> Discharge,,,3.308800181703697e-05
